267,Special-Karte der Vereinicten Staaten von Nord-Amerika.,"Smith, J. Calvin (John Calvin) | Th. Fischer",1850,,,General Note: Relief shown by hachures.,,still image,,"Druck u. Verlag von Th. Fischer,",Cassel :,http://digitalcollections.nypl.org/items/f2666370-c52a-012f-e37d-3c075448cc4b
75768,"Tambor, del regimiento de los azules viejos. Infanteria de linea.  1710","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/8667e130-c55b-012f-1aa2-58d385a7bc34
75795,Trompeta. Timbalero de Caballeria (Linea). (Año 1735),"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Cavalry | Brass instruments,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/8c7b7a10-c55b-012f-4e94-58d385a7bc34
75815,Reg-to Inft.,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Bayonets | Spanish | Castles & palaces | Conductors | Military officers,still image,watercolor,,Amsterdam,http://digitalcollections.nypl.org/items/911f4120-c55b-012f-8e9b-58d385a7bc34
75849,Tambor. Regimiento de Granada. 1750,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/99255d30-c55b-012f-9190-58d385a7bc34
75851,"Infanteria de linea. [a] Tambor, del regimiento de Murcia; [b] Pifano, del regimiento de España. 1750-1759","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Flutes | Infantry | Spanish,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/999e0940-c55b-012f-37be-58d385a7bc34
75881,Tambor y Pifano. 1760,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Pipes (Musical instruments),still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/a0472fa0-c55b-012f-c6ab-58d385a7bc34
75942,"Tambor, del regimiento de la Reina. 1766","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/ae69ff60-c55b-012f-5ab3-58d385a7bc34
75952,"a]Tambor, del regimiento de Irlanda; [b] Pifano, del regimiento de Estremadura (Año 1768).","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Pipes (Musical instruments),still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/b09925c0-c55b-012f-7443-58d385a7bc34
76044,4. Soldado;  3. Tambor;  2. Pifaro;  1.Sargento.  1780,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Daggers & swords | Bayonets | Spanish | Pipes (Musical instruments),still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/c5acb060-c55b-012f-8d56-58d385a7bc34
76095,"Infanteria de linea. Tambor, del regimiento de Irlanda; Granadero, del regimiento de Leon.  (Años de 1780 á 1789).","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Daggers & swords | Bayonets | Spanish,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/d17a10f0-c55b-012f-1a00-58d385a7bc34
76106,Tambor de infanteria. (1790),"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,watercolor,,Amsterdam,http://digitalcollections.nypl.org/items/d3d4fc20-c55b-012f-e603-58d385a7bc34
76322,Infanteria de linea. Estremadura. (Año 1801).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/06981280-c55c-012f-3277-58d385a7bc34
76338,1. Cazador;  2. Tambor;  3.  Sargento. (1802).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Daggers & swords | Bayonets | Spanish,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/09f506a0-c55c-012f-92da-58d385a7bc34
76342,"3, 1. Soldados; 2. Tambor. (1802)","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Bayonets | Spanish | Campaigns & battles | Soldiers,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/0ad0d230-c55c-012f-d894-58d385a7bc34
76476,Musicien du reg-t de Catalogne (1806).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,,Military uniforms | History | Drums | Musical instruments | Umbrellas,still image,,,Amsterdam,http://digitalcollections.nypl.org/items/29ec3570-c55c-012f-968f-58d385a7bc34
76488,Cavaliers et Trompette du reg-t de l'Infante (1806).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,,Military uniforms | History | Drums | Daggers & swords,still image,,,Amsterdam,http://digitalcollections.nypl.org/items/2c757730-c55c-012f-0436-58d385a7bc34
76510,"Fusiliers : 1. du reg-t des Asturies ; 2, 4, 5. du reg-t de la Princesse; 3. du reg-t de Guadalaxara (1806).","Vinkhuijzen, Hendrik Jacobus",1910,English,,,Military uniforms | History | Drums | Bayonets | Spanish | Musical instruments | Smoking,still image,,,Amsterdam,http://digitalcollections.nypl.org/items/316810d0-c55c-012f-9eb2-58d385a7bc34
76632,Regimento Zamora. Tambor. 1807,"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,watercolor,,,http://digitalcollections.nypl.org/items/4cb4e750-c55c-012f-47b6-58d385a7bc34
76763,"Spanj, tamboer lijte [?] infanterie","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,,,,http://digitalcollections.nypl.org/items/693e0f60-c55c-012f-d886-58d385a7bc34
77012,Linea Infanteria (King Joseph Napoleon). 1812,"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Infantry | Spanish,still image,watercolor,,,http://digitalcollections.nypl.org/items/a0ac9920-c55c-012f-4ad7-58d385a7bc34
77048,Guardias Alabarderos. [1812],"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,,http://digitalcollections.nypl.org/items/a8d7b150-c55c-012f-05b3-58d385a7bc34
77053,"Uniforms of the Spanish Army, 1813-1814. (Title page, vol. 722)","Vinkhuijzen, Hendrik Jacobus",,English,,,Military uniforms | History | Drums | Clothing & dress,still image,,,,http://digitalcollections.nypl.org/items/aa1f97d0-c55c-012f-fd96-58d385a7bc34
77185,Tambor.  (Año 1820),"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,,http://digitalcollections.nypl.org/items/c7182660-c55c-012f-df4b-58d385a7bc34
77281,"Egercito Español. Infanteria. Tambor mayor, musico y tambor.","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Brass instruments | Conductors,still image,chromolithograph SEE ALSO color lithograph,,,http://digitalcollections.nypl.org/items/dce87d30-c55c-012f-67bb-58d385a7bc34
77560,"Uniforme de Gala. Regimientos de Linea: Corneta, Tambor, Cabo de tambores. 1853","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Brass instruments | Conductors,still image,chromolithograph SEE ALSO color lithograph,,,http://digitalcollections.nypl.org/items/1ab34900-c55d-012f-a543-58d385a7bc34
77836,Cuba Kolonial Milicias. ... 1862,"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,,,,http://digitalcollections.nypl.org/items/55096630-c55d-012f-3259-58d385a7bc34
77850,Inlanded? Troupes: Tambor. 1862,"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,,,,http://digitalcollections.nypl.org/items/57d0b0c0-c55d-012f-2a33-58d385a7bc34
82234,[Drummer and trumpeter.],"Pach, G. W. (Gustavus W.) (1845-1904) | United States Military Academy",,,,General Note: Title from label.,,still image,Stereoscopic views,G. W. Pach,"New York, N.Y. and Long Branch, N. J.",http://digitalcollections.nypl.org/items/4bb1f940-c563-012f-6156-58d385a7bc34
82354,[View of a business block with a druggist and a hardware store.],,,,,,Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/810dc520-c563-012f-5129-58d385a7bc34
84716,"Marshall & Edwards, druggists, 1301 & 1303 Market Street, Philadelphia.","Hurn, J. W. (John White) (d. 1887)",,,,,,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/99510d20-c567-012f-94d3-58d385a7bc34
88910,City Drug Store and Furniture warehouse.,"Bauder, George W.",1875,,,,General stores,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/8b0a8d10-c56e-012f-40b6-58d385a7bc34
92625,"Shipping, as seen through the foliage from the top of Drury's Bluff.","Browne, William Frank | Philp & Solomons",1862,,,Statement of Responsibility Note: Gardner's Gallery.,History,still image,Stereoscopic views,Gardner's Gallery,"Washington, D.C.",http://digitalcollections.nypl.org/items/4f9933d0-c574-012f-f751-58d385a7bc34
92626,"View from Drury's Bluff looking down the river (James), Chapin's Bluff below the second bend of the river, obstructions near the centre of the picture.","Browne, William Frank | Philp & Solomons",1862,,,Statement of Responsibility Note: Gardner's Gallery.,History,still image,Stereoscopic views,Gardner's Gallery,"Washington, D.C.",http://digitalcollections.nypl.org/items/500df6b0-c574-012f-e416-58d385a7bc34
92627,"View in front of Fort Drury, looking across the ravine, fort on the left, river on the right.","Browne, William Frank | Philp & Solomons",1862,,,Statement of Responsibility Note: Gardner's Gallery.,History,still image,Stereoscopic views,Gardner's Gallery,"Washington, D.C.",http://digitalcollections.nypl.org/items/50874180-c574-012f-f43c-58d385a7bc34
92629,"View of Confederate gunboat Drury, blown up and sunk (by the 1st Conn. Art.) in the James River.","Browne, William Frank | Philp & Solomons",1862,,,Statement of Responsibility Note: Gardner's Gallery.,History,still image,Stereoscopic views,Gardner's Gallery,"Washington, D.C.",http://digitalcollections.nypl.org/items/516db9a0-c574-012f-693b-58d385a7bc34
93208,The old ship,"Vickers, Geo. M. (George M.) | Tobin, M. F.",1891,,,Statement of Responsibility Note: words and music by Geo. M. Vickers.,Ships,notated music,Sheet music,Emerson Drug Co.,"Baltimore, Md.",http://digitalcollections.nypl.org/items/b1fc6440-c58d-012f-2eae-58d385a7bc34
94653,"Mother was a lady, or, If Jack were only here","Marks, Edward B. (Edward Bennett) (1865-1945) | Stern, Jos. W.",1896,,,Statement of Responsibility Note: words by Edw. B. Marks ; music by Jos. W. Stern.,Drummers (Musicians) | Mothers | Betrothal | Waltzes | Man-woman relationships,notated music,Sheet music,Edward B. Marks Music Corporation,New York,http://digitalcollections.nypl.org/items/6db87200-c591-012f-ce31-58d385a7bc34
94705,Please find Kate,"Brownell, Charles E. | Nichols, Nellie",1896,,,Statement of Responsibility Note: song by Charles E. Brownell.,Dolls | Death | Family reunions | Brothers and sisters | Waltzes,notated music,Sheet music,D.S. Andrus & Co.,"Williamsport, Pa.",http://digitalcollections.nypl.org/items/8f504620-c591-012f-8d52-58d385a7bc34
94842,Break the news to mother,"Clauder, Jos. (Joseph) (1853-1913) | Harris, Chas. K. (Charles Kassell) (1864-1930)",1897,,,Statement of Responsibility Note: words and music by Chas. K. Harris.,"Drums | Soldiers | Love, Maternal | Dying declarations | Pathos",notated music,Sheet music,Chas. K. Harris,New York,http://digitalcollections.nypl.org/items/ed213520-c591-012f-4963-58d385a7bc34
94843,Break the news to mother,"Harris, Chas. K. (Charles Kassell) (1864-1930) | Clauder, Jos. (Joseph) (1853-1913)",1897,,,Statement of Responsibility Note: words and music by Chas. K. Harris.,"Drums | Soldiers | Love, Maternal | Dying declarations | Pathos",notated music,Sheet music,Chas. K. Harris,New York,http://digitalcollections.nypl.org/items/edabfe00-c591-012f-c68c-58d385a7bc34
95071,The rabbits foot.  (Talk about yo' luck),"Smith, Harry S. | Herbert, Victor (1859-1924) | Charms",1897,,,Statement of Responsibility Note: words by Harry B. Smith ; music by Victor Herbert.,Drums | African Americans | Racism | Musicals,notated music,Sheet music,Edward Schuberth & Co.,New York ; London,http://digitalcollections.nypl.org/items/8751d120-c592-012f-fabe-58d385a7bc34
95614,Soldiers in the park,"Hopwood, Aubrey (1863-) | Monckton, Lionel (1861-1924)",1898,,,Statement of Responsibility Note: words by Aubrey Hopwood ; music by Lionel Monckton.,Drums | Soldiers | Military bands | Parks | Military parades & ceremonies | Musicals,notated music,Sheet music,Boosey & Co.,New York,http://digitalcollections.nypl.org/items/f1fe72c0-c593-012f-82b9-58d385a7bc34
95615,Soldiers in the park,"Hopwood, Aubrey (1863-) | Monckton, Lionel (1861-1924)",1898,,,Statement of Responsibility Note: words by Aubrey Hopwood ; music by Lionel Monckton.,Drums | Soldiers | Parks | Military parades & ceremonies | Marching bands | Musicals,notated music,Sheet music,Chappell & Co. Ltd.,London ; New York [etc.],http://digitalcollections.nypl.org/items/f2b434d0-c593-012f-28e9-58d385a7bc34
95943,I'd like to have a photograph of that,"Woodruff, Harry | Smith, Harry Bache (1860-1936) | De Koven, Reginald (1859-1920) | Held, Anna (1877?-1918)",1899,,,Statement of Responsibility Note: words by Harry B. Smith ; music by Reginald De Koven.,Photography | Sexual attraction | Personals,notated music,Sheet music,"F. Ziegfeld, Jr.",[New York],http://digitalcollections.nypl.org/items/c8715080-c594-012f-1fe4-58d385a7bc34
96491,Drum major's song,"Smith, Harry Bache (1860-1936) | McConnell, H. T. | Earle, Virginia (1875-1937)",1900,,,Statement of Responsibility Note: words by Harry B. Smith ; music by H.T. Macconnell.,Drum majors | Marches (Voice with piano) | Man-woman relationships,notated music,Sheet music,Edward Schuberth & Co.,New York,http://digitalcollections.nypl.org/items/339ea1e0-c596-012f-8f83-58d385a7bc34
97804,The state of New York from the most recent surveys.,"Huntington, Eleazar (1789-1852 )",1835,,,General Note: Includes elevation profiles of the Erie and Champlain Canals.,Altitudes | Administrative and political divisions,still image,Maps,E. Huntington : Sold by Andrus & Judd,"Hartford, Conn",http://digitalcollections.nypl.org/items/bbb9ccb0-c5a6-012f-88dd-58d385a7bc34
99682,"Andrus, J.D., 1861, 1876","Tilden, Samuel J. (Samuel Jones), 1814-1886","1861, 1876",English,,,,text | still image,Correspondence,,,http://digitalcollections.nypl.org/items/53e30000-c5c1-012f-126c-58d385a7bc34
99965,"Drummond, Thomas","Tilden, Samuel J. (Samuel Jones), 1814-1886",1862,English,,,,text | still image,Correspondence,,,http://digitalcollections.nypl.org/items/7db1bf80-c5c2-012f-c5d6-58d385a7bc34
